tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
109097,140215,True,Thu Nov 23 18:21:15 +0000 2017,"@AppleSupport Hi, any thoughts on why my iPhone is suddenly making a crackling sound when I refresh Twitter, as  an example. Sounds vaguely like an electrical interference?  Thanks.",109096,
109098,AppleSupport,False,Thu Nov 23 19:35:27 +0000 2017,@140216 Thanks for reaching out. We want you to have as many timers as you need to prepare your meal. We'd recommend checking out the App Store for all the different timers that're available. We also welcome your feedback and recommendations here: https://t.co/eTPVYVFyd8,,109099.0
109099,140216,True,Thu Nov 23 19:00:00 +0000 2017,"Hey @115858 and @AppleSupport Is it possible to set multiple timers on iPhone or with Siri? I have timers for potatoes I need timers for turkey, Ham, potatoes, you name it. Only one timer is nothing but a novelty",109098,
109762,AppleSupport,False,Thu Nov 23 18:01:25 +0000 2017,@140376 Understood! Let's try deleting and reinstalling those applications to see if the issues persist. Here's how: https://t.co/bNH7gNvF9e,109763,109764.0
109763,140376,True,Thu Nov 23 19:52:34 +0000 2017,"@AppleSupport Done that and restarted my phone too but it still doesn’t help, my screen keeps freezing especially spanchat &amp; google map. My keboard is become glitchy, my shortcuts have disappeared, what monster have you created",109765,109762.0
109765,AppleSupport,False,Thu Nov 23 20:28:29 +0000 2017,@140376 Let's look into this further. Please meet with us in DM to continue. https://t.co/GDrqU22YpT,,109763.0
109764,140376,True,Thu Nov 23 17:00:37 +0000 2017,"@AppleSupport Google Maps, Snapchat and Instagram gets hanged quite often. I am using the latest iOS update and have already done the diagnostic earlier on my phone, and yes  this problem is happening frequently.",109762,109766.0
109766,AppleSupport,False,Thu Nov 23 15:59:26 +0000 2017,@140376 Let's help get your iPhone working as expected. What's the version of iOS installed? Which apps are in use the most when you experience this issue? Does this persist after rebooting?,109764,109767.0
109767,140376,True,Thu Nov 23 12:39:15 +0000 2017,After the #iphone update I feel @AppleSupport owes me a new phone! My screen keeps freezing and the apps run so damn slow! Such a terrible update,"109768,109769,109766",
110855,AppleSupport,False,Thu Nov 23 20:02:34 +0000 2017,@140656 You should be able to update your iPhone to the latest version of iOS 11 actually. Find out more online here: https://t.co/80YRnjDFDk DM us if you have any questions. https://t.co/GDrqU22YpT,110856,110857.0
110856,140656,True,Fri Nov 24 00:54:32 +0000 2017,@AppleSupport Is IOS 10.3.3 still being signed?,110858,110855.0
110858,AppleSupport,False,Fri Nov 24 01:01:55 +0000 2017,@140656 Most devices that can run iOS 10 will work with iOS 11. DM us if you have any other questions on how to update. https://t.co/GDrqU22YpT,110859,110856.0
110859,140656,True,Fri Nov 24 01:03:26 +0000 2017,"@AppleSupport I want to downgrade back to IOS 10.3.3, I’m already on IOS 11.1.1, it has bad battery and I would like to downgrade back to 10.3.3",,110858.0
110857,140656,True,Thu Nov 23 19:27:52 +0000 2017,@AppleSupport Is it still possible to install IOS 10.3.3 on iPhone 6s?,110855,
110860,AppleSupport,False,Thu Nov 23 20:27:28 +0000 2017,@140657 Could you tell us which Apple Watch you're using and the version of watchOS that is installed?,110861,110862.0
110861,140657,True,Thu Nov 23 23:13:11 +0000 2017,@AppleSupport Series 3 38mm non LATE latest watchos,110863,110860.0
110863,AppleSupport,False,Thu Nov 23 23:35:00 +0000 2017,@140657 Thanks. Let's go ahead and update the watchOS next as outlined here: https://t.co/s6t9pl6tpv Let us know when you've completed that via DM. https://t.co/GDrqU22YpT,110864,110861.0
110864,140657,True,Fri Nov 24 04:02:25 +0000 2017,@AppleSupport I’m on the latest version,110865,110863.0
110865,AppleSupport,False,Fri Nov 24 04:17:00 +0000 2017,@140657 We'd like to look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,,110864.0
110862,140657,True,Thu Nov 23 19:58:21 +0000 2017,@AppleSupport Yea I believe so it’s a bit off,110860,110866.0
110866,AppleSupport,False,Thu Nov 23 18:04:00 +0000 2017,@140657 Thank you for the screenshot and additional details. 5 kilometers is approximately 3.1 miles. Have you noticed issues with the Watch being slightly inaccurate with distances run in the past? Within a tenth of a mile or so?,110862,110867.0
110867,140657,True,Thu Nov 23 17:08:21 +0000 2017,@AppleSupport Well it recorded at 3.07 but I ran a 5k :( https://t.co/FVePihRONT,110866,110868.0
110868,AppleSupport,False,Thu Nov 23 16:43:36 +0000 2017,"@140657 Great job on the 5k! It can take up to 9 days for that achievement award to appear. If you don't see that after 9 days, let us know. You can also read more about achievement awards here: https://t.co/xwf6lrIgzJ",110867,110869.0
110869,140657,True,Thu Nov 23 15:11:42 +0000 2017,So I ran a 5k today but my watch didn’t record it as a 5k :( #applewatch #apple @AppleSupport https://t.co/PyRRSz4n3g,110868,
110870,AppleSupport,False,Thu Nov 23 20:27:00 +0000 2017,@140658 We'd love to assist. Was a new password created as part of the update? Or a new user account?,110871,110872.0
110871,140658,True,Thu Nov 23 20:42:30 +0000 2017,@AppleSupport None of the above. I just tried to check my emails and a message popped up saying that the Mac couldn’t login to the email address and the account.,110873,110870.0
110873,AppleSupport,False,Thu Nov 23 20:53:27 +0000 2017,@140658 Are you using Safari to check you mail or the Mail application? Let us know in DM. https://t.co/GDrqU22YpT,,110871.0
110872,140658,True,Thu Nov 23 19:50:58 +0000 2017,Is it normal to update your #Mac #OS software and lose every single password? A little help here @AppleSupport…,110870,
110874,AppleSupport,False,Thu Nov 23 20:27:00 +0000 2017,@140659 Let's check it out together. Which iOS version is currently installed on this iPhone? We'll do everything we can to get the iPhone working as expected.,110875,110876.0
110875,140659,True,Thu Nov 23 20:28:43 +0000 2017,@AppleSupport It’s iOS 11.1.1,110877,110874.0
110877,AppleSupport,False,Thu Nov 23 20:42:32 +0000 2017,@140659 Okay. Let's use these steps to update the iOS version. The most recent is iOS 11.1.2: https://t.co/soeXTHWFdK,,110875.0
110876,140659,True,Thu Nov 23 20:01:17 +0000 2017,Hey @AppleSupport what’s wrong with this?? https://t.co/MlMvLCu5Ir,110874,
110878,AppleSupport,False,Thu Nov 23 20:26:28 +0000 2017,"@140660 We're huge Apple Music fans ourselves, and want to ensure you're able to use your subscription. What exactly happens when you try to access Apple Music?",,110879.0
110879,140660,True,Thu Nov 23 19:58:03 +0000 2017,I just can’t anymore.  @AppleSupport my Apple Music is crashing.  £15 down the drain becoz I can’t use it. Help!,110878,
110880,AppleSupport,False,Thu Nov 23 20:25:01 +0000 2017,"@140661 We want you to enjoy your new iPhone X and we're happy to do everything we can to help. To start, please DM us with the country where you're located. https://t.co/GDrqU22YpT",,110881.0
110881,140661,True,Thu Nov 23 19:42:47 +0000 2017,So excited to pick up my iPhone X this week and now the annoying green line appears. Any suggestion @115858 @AppleSupport,110880,
110882,AppleSupport,False,Thu Nov 23 20:23:53 +0000 2017,@140662 Hey there! We've received your DM and we'll be following up there shortly.,,110883.0
110883,140662,True,Thu Nov 23 19:53:11 +0000 2017,@AppleSupport,110882,110884.0
110885,AppleSupport,False,Thu Nov 23 20:23:28 +0000 2017,@140663 We know how important it is to have your music and we'd like to help. Please DM us with the model of iPhone you're using and country where you're located to get started. https://t.co/GDrqU22YpT,,110886.0
110887,AppleSupport,False,Thu Nov 23 20:22:00 +0000 2017,@140664 We want to help you delete the unwanted user. You'll find the steps to do so here: https://t.co/Ni2eLcZ5no,110888,110889.0
110888,140664,True,Thu Nov 23 20:37:26 +0000 2017,"@AppleSupport doesnt work the profile isnt on my users and groups, it shouldnt exist its obviously a software glitch or something?",110890,110887.0
110890,AppleSupport,False,Thu Nov 23 20:55:28 +0000 2017,@140664 Got it. Send us a DM with a screenshot of what you see when you got to System Preferences &gt; Users &amp; Groups. This shows how to take a screenshot: https://t.co/c8TR4j54Ev https://t.co/GDrqU22YpT,,110888.0
110889,140664,True,Thu Nov 23 19:56:55 +0000 2017,@AppleSupport please help me??? https://t.co/qoU2r1GSkn,110887,
110891,AppleSupport,False,Thu Nov 23 20:22:00 +0000 2017,@140665  We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,,110892.0
110895,AppleSupport,False,Thu Nov 23 20:20:35 +0000 2017,"@140667 We can help get your iPhone up to date. Let's start with the steps here: https://t.co/Ui1yTnOCUz, and if those don't help, let us know in DM and we'll from there. https://t.co/GDrqU22YpT",110896,110897.0
110896,140667,True,Thu Nov 23 20:37:48 +0000 2017,"@AppleSupport It just does this and doesn't let me update, when I put my password in it doesn't do anything just empties the password box ? https://t.co/sYqfxllQ2m",,110895.0
110897,140667,True,Thu Nov 23 19:51:55 +0000 2017,@AppleSupport hello my iPhone 7 plus won't let me update to the new iOS it says to retry but I do but it still won't? https://t.co/3urWPXivR9,110895,
110898,AppleSupport,False,Thu Nov 23 20:19:51 +0000 2017,"@140668 If you're having issues with your Mac, we're happy to meet in DM and discuss the issue further to assist. Here's a link: https://t.co/GDrqU22YpT",,110899.0
110900,AppleSupport,False,Thu Nov 23 20:19:27 +0000 2017,@140669 Hello. We can help. Please meet us in DM. https://t.co/GDrqU22YpT,,110901.0
110901,140669,True,Thu Nov 23 19:44:45 +0000 2017,how to transfer my Apple Watch on my new iPhone ? and for AirPods too pls @AppleSupport,110900,
110902,AppleSupport,False,Thu Nov 23 20:18:00 +0000 2017,"@140670 Perhaps we can help answer your question! Send us a DM, and let us know. We can go from there. https://t.co/GDrqU22YpT",,110903.0
110903,140670,True,Thu Nov 23 20:09:42 +0000 2017,"@AppleSupport how do I contact Apple UK from the USA? You only have an 0800 number which I can’t call from here in the US, and also your “live chat” service detects I am outside the UK and then won’t allow me to ask a question. Very frustrating.",110902,
110904,AppleSupport,False,Thu Nov 23 20:15:26 +0000 2017,@140671 We'd love to help. Messages are important to keep in touch. Let's start with the steps found here: https://t.co/jhvYu3nzpA Reach us back if you need more assistance.,,110905.0
110905,140671,True,Thu Nov 23 19:28:52 +0000 2017,Why aren’t my messages going thruuuu @AppleSupport https://t.co/3M38evL4W5,110904,
110906,AppleSupport,False,Thu Nov 23 20:15:26 +0000 2017,@140672 We're happy to help with your iPad. What's going on while it's plugged in? You can send us a DM. https://t.co/GDrqU2kzhr,,110907.0
110907,140672,True,Thu Nov 23 19:42:29 +0000 2017,"@AppleSupport So far so good. Thanks again!

Now, can you get the iPad to stop acting crazy while it’s plugged in? Happy thanksgiving!",110906,110908.0
110908,AppleSupport,False,Thu Nov 23 16:27:01 +0000 2017,@140672 OK. We recently released iOS 11.1.2. Go ahead and back up and update your device with these steps: https://t.co/80YRnjDFDk Let us know if this helps.,"110907,110909",110910.0
110910,140672,True,Thu Nov 23 14:38:39 +0000 2017,"@AppleSupport Hey, thanks for the reply! 11.1.1",110908,110911.0
110911,AppleSupport,False,Thu Nov 23 14:34:00 +0000 2017,@140672 Hey there. We want you to be able to use the GarageBand app without issues. We're happy to help. Could you tell us which version of iOS you're running? Find that under Settings &gt; General &gt; About.,110910,110912.0
110912,140672,True,Thu Nov 23 07:39:00 +0000 2017,Dear @AppleSupport: I love GarageBand iOS. Use it every day. But since the update it crashes every time I hit undo. That’s hours of work sometimes. Please fix!,110911,
110913,AppleSupport,False,Thu Nov 23 20:14:29 +0000 2017,@140673 Thanks for taking that step and we'll continue to assist in any way we can. What is the top item listed in Activity Monitor and what percentage of CPU is it showing? Let us know in DM: https://t.co/GDrqU22YpT,,110914.0
110914,140673,True,Thu Nov 23 19:43:56 +0000 2017,hi my macbook air is making a loud fan noise and i have checked activity monitor for anything with a large CPU and there is nothing @AppleSupport,110913,
110915,AppleSupport,False,Thu Nov 23 20:13:51 +0000 2017,@140674 Thanks. We hope you have a great one as well. Let us know if you have any additional questions. We're happy to do everything we can to help.,,110916.0
110916,140674,True,Thu Nov 23 19:46:47 +0000 2017,@AppleSupport Got it. All good. Happy Thanksgiving.,110915,110917.0
110917,AppleSupport,False,Thu Nov 23 19:19:27 +0000 2017,"@140674 Thanks for reaching out. If you don't have access to the iPhone, you can't unpair but you can still erase all content and settings on your Apple Watch. This article provides the steps for how to do so under the ""Erase your Apple Watch"" section: https://t.co/09tmX2l5D3",110916,110918.0
110918,140674,True,Thu Nov 23 18:38:01 +0000 2017,Does anyone know how to unpair an @115858 Watch without the original phone? @AppleSupport?,"110919,110917",
110920,AppleSupport,False,Thu Nov 23 20:13:26 +0000 2017,@140675 We'd be happy to look into your overall battery health.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,110921.0
110921,140675,True,Thu Nov 23 19:42:44 +0000 2017,@AppleSupport anyway to check the overall battery health of my iPhone?,110920,
110922,AppleSupport,False,Thu Nov 23 20:12:00 +0000 2017,@140676 That's never the experience we want you to have. We'll be happy to see how we can help. What's going on with your new iPhone?,110923,110924.0
110923,140676,True,Thu Nov 23 21:18:07 +0000 2017,@AppleSupport It keeps freezing while I’m typing and my when I plug my charger in it charges but it goes on and off and I have to switch sides so that it doesn’t do that.,110925,110922.0
110925,AppleSupport,False,Thu Nov 23 21:38:26 +0000 2017,"@140676 Thanks for that info. Just to be clear, does that just slow down, or become completely unresponsive?",110926,110923.0
110926,140676,True,Thu Nov 23 21:40:07 +0000 2017,"@AppleSupport Sometimes it just slows down and then goes all fast , then some days it just shuts off on me.",110927,110925.0
110927,AppleSupport,False,Thu Nov 23 22:18:00 +0000 2017,@140676 OK. Let us know in DM if this only happens when you are using the keyboard to type or it this also happens in other instances. Please also let us know the exact iOS version seen in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,,110926.0
110928,AppleSupport,False,Thu Nov 23 20:07:00 +0000 2017,"@140677 Got it. Have you ever had an Apple Music subscription in the past? if you go to Settings &gt; Music and turn the ""Show Apple Music"" switch off, what impact does this have on your Music library? Are these songs still in iTunes on your computer?",110929,110930.0
110929,140677,True,Thu Nov 23 20:19:49 +0000 2017,"@AppleSupport If you were previously subscribed to Apple Music, but not anymore. Deactivate Apple Music even in iTunes on your computer and there is no music from Apple Music from that moment. Now all the music that I have is purchased from iTunes",110931,110928.0
110931,AppleSupport,False,Thu Nov 23 20:43:32 +0000 2017,"@140677 If you previously had Apple Music, the songs you have issue with may have been matched against the Apple Music Library and are removed from your device and treated as Apple Music tracks. It may be necessary to sync your music again from iTunes. Meet us in DM to proceed. https://t.co/GDrqU22YpT",,110929.0
110930,140677,True,Wed Nov 22 19:13:08 +0000 2017,"@AppleSupport All absolutely all the songs were passed from my computer from iTunes. Few are the songs that do not reproduce on the iphone and send me to Apple Music, but the computer if they reproduce perfectly.",110928,110932.0
110932,AppleSupport,False,Wed Nov 22 18:55:32 +0000 2017,@140677 Thank you for showing us that video. Let's see if we can get to the bottom of this. How do you get your music to your iPhone? Is it purchased through the iTunes Store or synced with a computer? How were the songs that won't play placed on your iPhone?,110930,110933.0
110933,140677,True,Wed Nov 22 18:36:51 +0000 2017,"@AppleSupport I have a problem when playing some songs that I have downloaded on my iPhone, I can not do it because it sends me to choose an Apole Music plan. Help https://t.co/zVKA3bUcaJ",110932,
110934,AppleSupport,False,Thu Nov 23 20:06:24 +0000 2017,@140678 We'd like to look into this. Please DM us. https://t.co/GDrqU22YpT,,110935.0
110935,140678,True,Thu Nov 23 19:31:58 +0000 2017,@AppleSupport MacBook Air.2 years old. But never used. Tried to use it first time two weeks ago. Cursor uncontrollable. Service at Mangalore (Maple) says Track PAD defective. RS.10000 for replacement. Quite unfair as it is manufacturing defect.Replace free of cost,110934,
110936,AppleSupport,False,Thu Nov 23 20:06:24 +0000 2017,"@140679 Go ahead and DM us your country, and we'll continue there. https://t.co/GDrqU22YpT",,110937.0
110937,140679,True,Thu Nov 23 19:31:23 +0000 2017,"@AppleSupport All as are updated, started to charge at 22% at 5.30pm only at 86% at 7.30pm usually doesn’t take long to get back to full charge.....",110936,110938.0
110938,AppleSupport,False,Thu Nov 23 15:59:50 +0000 2017,"@140679 We understand the importance of battery life and we're here to help. 

After an update, there are often apps that also need to be updated to the latest version. In the App Store, do you have any updates to install? If so, go ahead and do so.",110937,110939.0
110939,140679,True,Thu Nov 23 13:01:32 +0000 2017,@AppleSupport Hi I updated software on Monday to 11.1.2 and since then my battery has been draining very quickly can you help?,110938,
110940,AppleSupport,False,Thu Nov 23 20:06:00 +0000 2017,@140680 Hello there. We'd love to help you with your Alarm app. Please tell us which version of iOS you have installed on your device. You'll see this in Settings &gt; General &gt; About.,110941,110942.0
110941,140680,True,Thu Nov 23 20:08:45 +0000 2017,@AppleSupport 11.1.1,110943,110940.0
110943,AppleSupport,False,Thu Nov 23 20:41:35 +0000 2017,@140680  What happens when you try using your alarms?,110944,110941.0
110944,140680,True,Thu Nov 23 21:58:30 +0000 2017,@AppleSupport Nothin. It’ll say they’re set but nothing will happen. I’ve done everything I can think of n still no luck ????,110945,110943.0
110945,AppleSupport,False,Thu Nov 23 22:30:58 +0000 2017,"@140680 Please take a look at the following article in the ""Get help with alarms"" section and let us know if this helps: https://t.co/bz9TzU3lGI DM us to continue. https://t.co/GDrqU22YpT",,110944.0
110942,140680,True,Thu Nov 23 19:25:51 +0000 2017,@AppleSupport help ?,110940,110946.0
110947,AppleSupport,False,Thu Nov 23 20:02:00 +0000 2017,"@140681 We'd like to assist with this. Which version of iTunes are you using? https://t.co/g2HM9lnith

What Windows version are you running as well?","110948,110949",110950.0
110948,140681,True,Thu Nov 23 21:05:50 +0000 2017,@AppleSupport Running Windows 10 with the latest fall update,110951,110947.0
110951,140681,True,Thu Nov 23 21:09:09 +0000 2017,@AppleSupport My iPhone iPad and all Apple devices are recognised by my iTunes for windows,,110948.0
110949,140681,True,Thu Nov 23 21:05:18 +0000 2017,@AppleSupport The latest available on the Apple website,110952,110947.0
110952,AppleSupport,False,Thu Nov 23 21:17:29 +0000 2017,@140681 DM us your current country and we can take a look at this. https://t.co/GDrqU22YpT,110953,110949.0
110953,140681,True,Thu Nov 23 22:42:36 +0000 2017,@AppleSupport Chicago USA 60619,110954,110952.0
110954,AppleSupport,False,Thu Nov 23 23:09:29 +0000 2017,"@140681 Just to confirm, are you able to open preferences in iTunes at all? Let us know in DM. https://t.co/GDrqU22YpT",,110953.0
110950,140681,True,Thu Nov 23 19:10:38 +0000 2017,"@AppleSupport I don't get this screen on my itunes for windows. Hence I cannot sync my ripped music to icloud, iphone and other i-devices. Home sharing isn't good enough! Help https://t.co/G3ctMEuLsA",110947,
110955,AppleSupport,False,Thu Nov 23 20:00:48 +0000 2017,@140682 We want to help. How are you trying to update? What errors do you receive?,110956,110957.0
110956,140682,True,Thu Nov 23 20:07:11 +0000 2017,"@AppleSupport I have downloaded the update by using software update on the iPhone not through iTunes . The error message is ""some error has occurred while installation """,110958,110955.0
110958,AppleSupport,False,Thu Nov 23 20:29:55 +0000 2017,@140682 We see your DM. We'll continue with you there.,,110956.0
110957,140682,True,Thu Nov 23 19:28:08 +0000 2017,@AppleSupport Hi! I'm having trouble with installing iOS 11 on my iPhone 6 I have downloaded it but I'm unable to install it.,110955,
110959,AppleSupport,False,Thu Nov 23 20:00:00 +0000 2017,"@140683 We'd like to help any way we can. From our System Status link, it appears to be working fine: https://t.co/7NVrDovSd8

Which exact iOS version number is installed on your iPhone 7?

Any steps tried so far?",110960,110961.0
110960,140683,True,Thu Nov 23 20:15:49 +0000 2017,"@AppleSupport it did work with a trick
I skipped login several times before it finally allows me to access Siri setup and my device.
after I setup Siri and start using my device I found out that I'm logged in already to my account -although I skipped it earlier-.
iOS.11.1.2  v.n
thanx👍",110962,110959.0
110962,AppleSupport,False,Thu Nov 23 20:32:02 +0000 2017,@140683 We're glad it's working again! If you have any issues or concerns in the future please feel free to reach out. Have a great day!,110963,110960.0
110963,140683,True,Thu Nov 23 20:33:50 +0000 2017,"@AppleSupport thank you, and #HappyThanksgiving. 🦃for all of you",,110962.0
110961,140683,True,Thu Nov 23 19:26:39 +0000 2017,"@AppleSupport do you have a problem in your servers ?
I updated my Iphone 7, asked me to login to itunes, but it won't do it, a message: ""There was a problem connecting to the server...etc"" and another message: ""KVC synchronizeWithCompletionHandler Failed""
how to fix it please ?",110959,
110964,AppleSupport,False,Thu Nov 23 19:59:36 +0000 2017,@140684 We offer support via Twitter in English. Contact an Advisor for help in your preferred language here: https://t.co/IBIY3vMgPj,,110965.0
110965,140684,True,Thu Nov 23 19:29:49 +0000 2017,"Ongelofelijk dat een MacBook Pro al na 2,5 jaar kapot gaat. Als antwoord krijg je dan alle kosten inclusief reparatie zijn voor eigen kosten. Terwijl de winkel al zegt u kan er niks aan doen dat hij stuk is. slechte service @115858 @AppleSupport #apple #geenservice #macbook #pro",110964,
110966,AppleSupport,False,Thu Nov 23 19:59:07 +0000 2017,@140685 Could you Direct Message us so we can look into this further? We'd love to help. https://t.co/GDrqU22YpT,,110967.0
110967,140685,True,Thu Nov 23 19:26:50 +0000 2017,@AppleSupport any chance keyboard lag on the iPhone will be fixed soon? I upgraded my 6s+ to 11.1.2 and it's still sluggish 😭,110966,
112804,AppleSupport,False,Thu Nov 23 20:57:36 +0000 2017,"@141070 While we're unable to check individual inventories, our Online Sales team will best be able to address your questions. Click here to get in touch:  https://t.co/8yjRd1Xo0i",,112805.0
112805,141070,True,Thu Nov 23 20:23:08 +0000 2017,@AppleSupport Is the Space Grey 64GB iPhone X in stock in Montreal? (Ste-Catherine store),112804,
112806,AppleSupport,False,Thu Nov 23 20:57:06 +0000 2017,@141071 That's a good idea. Be sure to let us know if there's anything else we can help with. Have a great day!,,112807.0
112807,141071,True,Thu Nov 23 20:33:07 +0000 2017,"@AppleSupport Well, I couldn’t get the SIM card back in and now it’s jammed in there so I guess I’ll be at the Apple store tomorrow haha thanks anyway!",112806,112808.0
112808,AppleSupport,False,Thu Nov 23 18:58:29 +0000 2017,"@141071 Thanks for that info. Let's try a few things in this article to see if it helps. Try steps 4 through 6:
https://t.co/UTP2qBi1Is",112807,112809.0
112809,141071,True,Thu Nov 23 18:23:48 +0000 2017,"@AppleSupport About 2 weeks, I have IOS 11.1.2",112808,112810.0
112810,AppleSupport,False,Thu Nov 23 18:21:00 +0000 2017,@141071 Hello. We are here to help. How long has this been occurring? Have their been any recent changes to your device? What is your iOS version?,112809,112811.0
112811,141071,True,Thu Nov 23 17:31:29 +0000 2017,"@AppleSupport 5 Times a day my phone says “no sim” &amp; I have to restart it to make it go away, do I need a new phone https://t.co/f48jvdz33b",112810,
112812,AppleSupport,False,Thu Nov 23 20:57:05 +0000 2017,@141072 Battery life is important and we'd like to help if you're having problems with it. Which iOS version do you see in Settings &gt; General &gt; About? Let us know in DM. https://t.co/GDrqU22YpT,,112813.0
112813,141072,True,Thu Nov 23 20:43:18 +0000 2017,"@AppleSupport hi you guys, can you finally fix the problem with battery drain on iphone 6? thx",112812,
112814,AppleSupport,False,Thu Nov 23 20:57:00 +0000 2017,"@141073 We know your photos are important, so let's meet in DM to check this out with you. Tell us some details, such as which device you use and the exact version of iOS, and which country you're in, and we'll take it from there. https://t.co/GDrqU22YpT",,112815.0
112815,141073,True,Thu Nov 23 20:30:40 +0000 2017,"@115858 @AppleSupport what’s going on with the camera roll?! Something is wrong since the latest iOS update. No all photos, I have approx 200 old photos before my latest photos. Not happy! #appleissues #iosissues",112814,
112816,AppleSupport,False,Thu Nov 23 20:56:33 +0000 2017,@141074 We'd like to help. Please DM us which iPhone model and iOS version you have and we'll get started. https://t.co/GDrqU22YpT,,82021.0
112817,AppleSupport,False,Thu Nov 23 20:54:53 +0000 2017,@141075 Our Apple TV support can assist with this. Please reach out to them here:   https://t.co/IBIY3vMgPj,,112818.0
112818,141075,True,Thu Nov 23 20:17:19 +0000 2017,@AppleSupport Mr. Robot won’t load on Apple TV. Getting an endless spinner. Everything else (all other shows and apps) loads fine. Tried restarting and our wifi is working fine. Can you help?,112817,
112819,AppleSupport,False,Thu Nov 23 20:51:52 +0000 2017,@141076 Here's a guide to help you make sure you get achievements: https://t.co/xwf6lrIgzJ,,112820.0
112820,141076,True,Thu Nov 23 20:35:34 +0000 2017,"Dear @AppleSupport,

I just killed myself at the gym today because I wanted the turkey award...and for some reason I’m not getting credit for my run. #confused 

Thoughts?

Signed,
Thirsty for the recognition",112819,
112821,AppleSupport,False,Thu Nov 23 20:50:30 +0000 2017,"@141077 We can certainly understand your situation, though for security reasons a call is required. You may need to borrow a phone if possible to call in. You can even schedule a callback at you convenience using the link from before. Still have questions? DM us: https://t.co/GDrqU22YpT",,112822.0
112822,141077,True,Thu Nov 23 20:31:30 +0000 2017,@AppleSupport Do you not have an email I could contact? I'm not really able to make a call with no phone..,112821,112823.0
112823,AppleSupport,False,Thu Nov 23 19:06:00 +0000 2017,"@141077 We'd like to help any way we can over Twitter. The first steps to take would be here: https://t.co/fUoKdx4Yut

As you're unable to change your Apple ID password, we recommend reaching out to our Apple ID group using this link: https://t.co/UJm15vmMM2",112822,112824.0
112824,141077,True,Thu Nov 23 18:14:04 +0000 2017,@AppleSupport My phone got stolen but i can't change my apple id password because of the 2 step verification that requires my phone! Do you have a uk based email that i can contact about this?,112823,
112825,AppleSupport,False,Thu Nov 23 20:50:30 +0000 2017,@141078 We'd be happy to see what can be done about your issue. DM us detail and we'll go from there. https://t.co/GDrqU22YpT,112826,112827.0
112826,141078,True,Mon Nov 27 18:42:38 +0000 2017,@AppleSupport Bull shit !! No one care about customers!,,112825.0
112827,141078,True,Thu Nov 23 20:32:14 +0000 2017,@AppleSupport @115858 @125607 Thank you for not trying to solve my problem and thank you for the high morals of your customer service staff at your company and for not caring for your customers I decided now to go to the Samsung store and see there products!,"112825,112828",
112829,AppleSupport,False,Thu Nov 23 20:50:30 +0000 2017,"@141079 Thanks for reaching out to us. We have an article that can help ensure your Apple ID is secure: https://t.co/SdkqXUvz1a

If you continue seeing any strange behavior, reach out to our Apple ID experts here: https://t.co/UJm15vmMM2",,112830.0
112830,141079,True,Thu Nov 23 20:26:25 +0000 2017,"@AppleSupport my iCloud account was just locked down, &amp; I had to unlock it with my 2 factor code and then change my password. Was it a hacking attempt...?",112829,
112831,AppleSupport,False,Thu Nov 23 20:49:40 +0000 2017,"@141080 We aren't able to do that through Twitter, but you can start that process online. Check out the steps for that here: https://t.co/8CjEPFkTCs",,112832.0
112832,141080,True,Thu Nov 23 20:33:39 +0000 2017,Question @AppleSupport - I need to transfer my AppleCare to a new device. Can I do that online?,112831,
112833,AppleSupport,False,Thu Nov 23 20:48:55 +0000 2017,@141081 There's an update out now that fixes this issue. Make sure you have a recent backup and update to 11.1.2,,112834.0
112835,AppleSupport,False,Thu Nov 23 20:48:55 +0000 2017,@141082 Thanks for those details.  What happens when you try to open notifications?  Have you tried a restart? You can do that by following the steps here: https://t.co/OWRDHWSt4h let us know the results in DM. https://t.co/GDrqU22YpT,,112836.0
112836,141082,True,Thu Nov 23 20:24:33 +0000 2017,@AppleSupport And its running on the latest update of iOS. I can't make calls only receive them. Im getting notifications but i can't open them.,112835,112837.0
112837,AppleSupport,False,Thu Nov 23 18:58:29 +0000 2017,"@141082 We're here to help. What specifically is going on with your phone? Additionally, if you can access it, what version of iOS are you running under Settings &gt; General &gt; About?","112836,112838",112839.0
112839,141082,True,Thu Nov 23 18:19:26 +0000 2017,"So my phone just randomly stopped working
@AppleSupport",112837,
112840,AppleSupport,False,Thu Nov 23 20:48:26 +0000 2017,@141083 Great question! It's probably fraudulent and we'd love to see it. Take a look at this article for how to tell and where to forward to us: https://t.co/LNMCdqt6fD,,112841.0
112841,141083,True,Thu Nov 23 20:21:53 +0000 2017,"@AppleSupport received email that seems fraudulent. Says my ID used in Mexico. Have not been in Mex.  My computer is ""suspicious"" of the link to unlock. Need help but it's getting late in UK. Help?",112840,
112842,AppleSupport,False,Thu Nov 23 20:48:00 +0000 2017,@141084 We'd like to see if we can't get your iPhone working fully. When did this start happening?,112843,112844.0
112843,141084,True,Thu Nov 23 20:51:30 +0000 2017,"@AppleSupport A few days ago, but I’ll text for now (good excuse).",112845,112842.0
