example_id,thread_id,customer_message,customer_clean_text,total_turns,thread_type,resolution_category,flag_pushed_to_dm,initial_brand_reply,candidate_intent,is_quality_subset,trivial_predicted_intent,trivial_drafted_reply,trivial_escalation_action,simple_predicted_intent,simple_drafted_reply,simple_escalation_action,simple_escalation_reasons,system_predicted_intent,system_confidence,system_risk_tier,system_retrieved_precedents,system_top_similarity,system_drafted_reply,system_insufficient_context,system_escalation_action,system_escalation_reasons,human_true_intent,human_should_escalate,human_notes,human_quality_helpfulness,human_quality_tone,human_quality_grounding,human_quality_conciseness,human_quality_notes,llm_judge_helpfulness,llm_judge_tone,llm_judge_grounding,llm_judge_conciseness,llm_judge_rationale
93,146732,@AppleSupport I got a $25 iTunes card and only got 17🤬🤬🤬 this is some garbage m8,I got a $25 iTunes card and only got 17🤬🤬🤬 this is some garbage m8,2,single_turn,resolved_on_platform,False,Let's get you pointed in the right direction for help with iTunes Gift Card. You can reach out to one of our iTunes Advisors here:,other_general_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,other_general_inquiry,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,escalate,"Simple baseline: keyword absence (unrecognized intent, confidence < 0.65)",billing_subscription_refund,0.2412,high,"[{""rank"": 1, ""similarity_score"": 0.6513, ""customer_text"": ""I bought an iTunes gift card worth £15 a week ago, and the email still hasn’t come into my inbox to tell me the code. Helpppp"", ""brand_reply"": ""We're here for you. You'll need to contact our iTunes Store group for help with iTunes codes:"", ""thread_id"": ""9180""}, {""rank"": 2, ""similarity_score"": 0.5972, ""customer_text"": ""It’s only done it with Apple Music and Apple Podcast, regardless if saved to phone or streaming"", ""brand_reply"": ""We'd like to investigate with you. Send us a DM and we can troubleshoot more from there."", ""thread_id"": ""11100""}, {""rank"": 3, ""similarity_score"": 0.5966, ""customer_text"": ""Why do you keep charging my card for FREE apps? Im not happy at all."", ""brand_reply"": ""We're here for you. For unrecognized charges, use: For more help, contact us:"", ""thread_id"": ""12602""}]",0.6513,We'd be glad to help with this. We're here for you. You'll need to contact our iTunes Store group for help with iTunes codes:,False,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.24) is below acceptable threshold (0.65).",,,,,,,,,,,,,
94,240336,@AppleSupport Yes I have and it hasn’t show up again.,Yes I have and it hasn’t show up again.,2,single_turn,resolved_on_platform,False,"Excellent! Please let us know if you have any more trouble, and we'll be here to help. Have a great night!",other_general_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,other_general_inquiry,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,escalate,"Simple baseline: keyword absence (unrecognized intent, confidence < 0.65)",account_access_security,0.1595,high,"[{""rank"": 1, ""similarity_score"": 0.6562, ""customer_text"": ""it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone"", ""brand_reply"": ""Thanks for clarifying. Let's meet in DM so we can do more in-depth on this."", ""thread_id"": ""1768""}, {""rank"": 2, ""similarity_score"": 0.5921, ""customer_text"": ""I can not find an option to get it there. It was just always there when playing."", ""brand_reply"": ""DM us the specific iOS version you are running currently and we'll continue there."", ""thread_id"": ""760""}, {""rank"": 3, ""similarity_score"": 0.5869, ""customer_text"": ""Well it is now 11 days after and still no sign of it"", ""brand_reply"": ""Thanks for letting us know. Please send us a DM with the current country you're in."", ""thread_id"": ""10693""}]",0.6562,We'd be glad to help with this. Thanks for clarifying. Let's meet in DM so we can do more in-depth on this.,False,escalate,"Intent 'account_access_security' has risk tier 'high', requiring human agent review.; Classifier confidence (0.16) is below acceptable threshold (0.65).",,,,,,,,,,,,,
95,38869,@AppleSupport Already been told that nothing can be done cos I bought it via my design agency even though I have a receipt Your U.K. MD has avoided me.,Already been told that nothing can be done cos I bought it via my design agency even though I have a receipt Your U.K. MD has avoided me.,5,multi_turn,likely_pushed_to_dm,True,"We offer support here, through phone support, or chat. DM us if you would like to continue here.",billing_subscription_refund,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund),billing_subscription_refund,0.3641,high,"[{""rank"": 1, ""similarity_score"": 0.6258, ""customer_text"": ""Well it is now 11 days after and still no sign of it"", ""brand_reply"": ""Thanks for letting us know. Please send us a DM with the current country you're in."", ""thread_id"": ""10693""}, {""rank"": 2, ""similarity_score"": 0.6048, ""customer_text"": ""Just updated it and still is turing my letter I️ into something different."", ""brand_reply"": ""Alright, no problem. Let's look into it closer via DM:"", ""thread_id"": ""11650""}, {""rank"": 3, ""similarity_score"": 0.5965, ""customer_text"": ""This is what is happening..."", ""brand_reply"": ""We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there."", ""thread_id"": ""717""}]",0.6258,We'd be glad to help with this. Thanks for letting us know. Please send us a DM with the current country you're in.,False,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.36) is below acceptable threshold (0.65).",,,,,,,,,,,,,
96,105376,dear @AppleSupport my phone screen stays on all the time despite my 30 sec. auto-lock settings - version 11.1.2,dear my phone screen stays on all the time despite my 30 sec. auto-lock settings - version 11.1.2,2,single_turn,resolved_on_platform,False,"You’re in the right place for help. Since noticing this, have you had a chance to restart your iPhone? This simple step can resolve some minor issues with the device.",hardware_physical_damage,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,hardware_physical_damage,"For physical hardware diagnostics and screen repair pricing, visit https://getsupport.apple.com to find your nearest authorized service provider or schedule a Genius Bar appointment.",auto_handle,,hardware_physical_damage,0.2701,medium,"[{""rank"": 1, ""similarity_score"": 0.6377, ""customer_text"": ""The app is still there. But no longer able to control it from the lockscreen."", ""brand_reply"": ""Just to confirm, this is only happening with Spotify, correct?"", ""thread_id"": ""763""}, {""rank"": 2, ""similarity_score"": 0.6302, ""customer_text"": ""not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus"", ""brand_reply"": ""Let's look at this together. Are you updated to iOS 11.1?"", ""thread_id"": ""3764""}, {""rank"": 3, ""similarity_score"": 0.6228, ""customer_text"": ""After update #ios1103 no spotify on my lock screen?"", ""brand_reply"": ""Thanks for reaching out to us. Are you experiencing the missing app after restating your device?"", ""thread_id"": ""765""}]",0.6377,"We'd be glad to help with this. Just to confirm, this is only happening with Spotify, correct?",False,escalate,Classifier confidence (0.27) is below acceptable threshold (0.65).,,,,,,,,,,,,,
97,46576,"@AppleSupport I am from the US but I live in China. Is it possible to have my iPhone/Mac iCloud linked to my Chinese info (bank, address), and separate Apple ID linked to my U.S. info (bank, address)?..Want to keep my iCloud storage in China but use App Store/Apple music from US","I am from the US but I live in China. Is it possible to have my iPhone/Mac iCloud linked to my Chinese info (bank, address), and separate Apple ID linked to my U.S. info (bank, address)?..Want to keep my iCloud storage in China but use App Store/Apple music from US",2,single_turn,resolved_on_platform,False,Our iTunes Support team would love to assist you. You can reach their team here:,billing_subscription_refund,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund),account_access_security,0.2255,high,"[{""rank"": 1, ""similarity_score"": 0.67, ""customer_text"": ""Hello, I need some help regarding the region change on my Apple ID"", ""brand_reply"": ""This article should help with that:"", ""thread_id"": ""1764""}, {""rank"": 2, ""similarity_score"": 0.6287, ""customer_text"": ""it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone"", ""brand_reply"": ""Thanks for clarifying. Let's meet in DM so we can do more in-depth on this."", ""thread_id"": ""1768""}, {""rank"": 3, ""similarity_score"": 0.6129, ""customer_text"": ""Can’t share any photos from iCloud with iOS 11.1"", ""brand_reply"": ""We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance."", ""thread_id"": ""14313""}]",0.67,We'd be glad to help with this. This article should help with that:,False,escalate,"Intent 'account_access_security' has risk tier 'high', requiring human agent review.; Classifier confidence (0.23) is below acceptable threshold (0.65).",,,,,,,,,,,,,
98,285744,"@AppleSupport I got a new I 6 and It is disable.
Pls help me on this, I haven’t even used it.
IMEI __credit_card__
Need ur support on this.","I got a new I 6 and It is disable. Pls help me on this, I haven’t even used it. IMEI __credit_card__ Need ur support on this.",2,single_turn,likely_pushed_to_dm,True,Hey there. Send us a DM and we'd be glad to help.,how_to_feature_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,how_to_feature_inquiry,You can discover step-by-step guides and settings tips for iOS features directly in the Apple Support app or at https://support.apple.com.,auto_handle,,how_to_feature_inquiry,0.2059,low,"[{""rank"": 1, ""similarity_score"": 0.6467, ""customer_text"": ""is there a way to opt out of iMessage and FaceTime during initial setup on an iPhone?"", ""brand_reply"": ""We're here for you. There isn't a way to avoid iMessage activation with a number, but you can turn it off:"", ""thread_id"": ""12572""}, {""rank"": 2, ""similarity_score"": 0.6372, ""customer_text"": "". . haven’t been able to type I️ since the new update"", ""brand_reply"": ""We certainly want you to be able to type. Have you tried restarting the device since this has happened?"", ""thread_id"": ""11107""}, {""rank"": 3, ""similarity_score"": 0.6276, ""customer_text"": ""why does my iphone 6 is redémarrer alone !!!!!"", ""brand_reply"": ""Thanks for getting back to us. We apologize but aren't understanding the issue at hand. Please DM us."", ""thread_id"": ""5831""}]",0.6467,"We'd be glad to help with this. We're here for you. There isn't a way to avoid iMessage activation with a number, but you can turn it off:",False,escalate,Classifier confidence (0.21) is below acceptable threshold (0.65).,,,,,,,,,,,,,
99,256753,@AppleSupport Yes that is an active mode Bluetooth Headphone. It was connected to the Mac before updating/restarting it. https://t.co/BXwn3nvoc9,Yes that is an active mode Bluetooth Headphone. It was connected to the Mac before updating/restarting it.,2,single_turn,likely_pushed_to_dm,True,Got it. Have you been able to duplicate the issue with another Bluetooth device? Let us know in DM.,connectivity_network_bluetooth,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",auto_handle,,connectivity_network_bluetooth,0.279,medium,"[{""rank"": 1, ""similarity_score"": 0.6032, ""customer_text"": ""still no reliable Bluetooth on my iPhone 8+."", ""brand_reply"": ""Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help."", ""thread_id"": ""2642""}, {""rank"": 2, ""similarity_score"": 0.6022, ""customer_text"": ""Updated my phone last night &amp; now its stuck in headphone mode, cant hear anything on video, FaceTime &amp; call sound goes in&amp;out"", ""brand_reply"": ""We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance."", ""thread_id"": ""14326""}, {""rank"": 3, ""similarity_score"": 0.5956, ""customer_text"": ""after the new apple updates: the battery life is really go fast and the WiFi is always on! #newappleupdates"", ""brand_reply"": ""We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using."", ""thread_id"": ""6934""}]",0.6032,We'd be glad to help with this. Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help.,False,escalate,Classifier confidence (0.28) is below acceptable threshold (0.65).,,,,,,,,,,,,,
100,233925,@AppleSupport settings on iPhone but it just keeps saying my software is up to date xXxXx,settings on iPhone but it just keeps saying my software is up to date xXxXx,6,multi_turn,likely_pushed_to_dm,True,Thank you. Do you currently have access to a computer with iTunes on it? DM us and let us know.,how_to_feature_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,how_to_feature_inquiry,You can discover step-by-step guides and settings tips for iOS features directly in the Apple Support app or at https://support.apple.com.,auto_handle,,os_update_battery_drain,0.2146,medium,"[{""rank"": 1, ""similarity_score"": 0.7134, ""customer_text"": ""I've been trying to update to the newest iOS for some time. It never fully processes. Verification doesn't go through. Help."", ""brand_reply"": ""We're here to help. After backing up your device, let's try updating your device through iTunes:"", ""thread_id"": ""11628""}, {""rank"": 2, ""similarity_score"": 0.6816, ""customer_text"": ""Since I updated my iPhone I can’t download apps now. Thanks 🙄🙄🙄"", ""brand_reply"": ""Are you on the latest iOS 11.1 version?"", ""thread_id"": ""11633""}, {""rank"": 3, ""similarity_score"": 0.6704, ""customer_text"": ""my iPhone is a fully up to date so why does my phone keep freezing 🙃???"", ""brand_reply"": ""We want to help in any way we can. Which iPhone are you using? Let us know in DM, and we’ll work with you there."", ""thread_id"": ""6928""}]",0.7134,"We'd be glad to help with this. We're here to help. After backing up your device, let's try updating your device through iTunes:",False,escalate,Classifier confidence (0.21) is below acceptable threshold (0.65).,,,,,,,,,,,,,
101,261774,@AppleSupport Hi. I have Medical ID set up via the Health App but I’m not seeing any sort of Emergency call option on the lock screen 😳🤔,Hi. I have Medical ID set up via the Health App but I’m not seeing any sort of Emergency call option on the lock screen 😳🤔,2,single_turn,resolved_on_platform,False,"To access the Emergency feature of the Lock Screen, press the Home button with a finger that is not used for Touch ID.",hardware_physical_damage,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,hardware_physical_damage,"For physical hardware diagnostics and screen repair pricing, visit https://getsupport.apple.com to find your nearest authorized service provider or schedule a Genius Bar appointment.",auto_handle,,account_access_security,0.2289,high,"[{""rank"": 1, ""similarity_score"": 0.5674, ""customer_text"": ""My screen is broken and I’d like to connect in iTunes in order to save my data. How can I do ? iTunes request to unlock my device ..."", ""brand_reply"": ""Excellent! Please look for our response to your DM shortly."", ""thread_id"": ""13196""}, {""rank"": 2, ""similarity_score"": 0.5564, ""customer_text"": ""After update #ios1103 no spotify on my lock screen?"", ""brand_reply"": ""Thanks for reaching out to us. Are you experiencing the missing app after restating your device?"", ""thread_id"": ""765""}, {""rank"": 3, ""similarity_score"": 0.5533, ""customer_text"": ""The app is still there. But no longer able to control it from the lockscreen."", ""brand_reply"": ""Just to confirm, this is only happening with Spotify, correct?"", ""thread_id"": ""763""}]",0.5674,We'd be glad to help with this. Excellent! Please look for our response to your DM shortly.,False,escalate,"Intent 'account_access_security' has risk tier 'high', requiring human agent review.; Classifier confidence (0.23) is below acceptable threshold (0.65).",,,,,,,,,,,,,
102,42618,@AppleSupport my iPhone 8 lock screen music controls always freeze specifically the elapsed time of a song I can still control. Visual bug,my iPhone 8 lock screen music controls always freeze specifically the elapsed time of a song I can still control. Visual bug,2,single_turn,resolved_on_platform,False,We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,hardware_physical_damage,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,hardware_physical_damage,"For physical hardware diagnostics and screen repair pricing, visit https://getsupport.apple.com to find your nearest authorized service provider or schedule a Genius Bar appointment.",auto_handle,,hardware_physical_damage,0.2109,medium,"[{""rank"": 1, ""similarity_score"": 0.6865, ""customer_text"": ""The app is still there. But no longer able to control it from the lockscreen."", ""brand_reply"": ""Just to confirm, this is only happening with Spotify, correct?"", ""thread_id"": ""763""}, {""rank"": 2, ""similarity_score"": 0.6776, ""customer_text"": ""And why is my music NEVER in my control center?!"", ""brand_reply"": ""We're here to help out! Which device is this on and which version of iOS is currently installed?"", ""thread_id"": ""2632""}, {""rank"": 3, ""similarity_score"": 0.6741, ""customer_text"": ""not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus"", ""brand_reply"": ""Let's look at this together. Are you updated to iOS 11.1?"", ""thread_id"": ""3764""}]",0.6865,"We'd be glad to help with this. Just to confirm, this is only happening with Spotify, correct?",False,escalate,Classifier confidence (0.21) is below acceptable threshold (0.65).,,,,,,,,,,,,,
103,6662,"@AppleSupport WiFi keeps going on after I turn it off, and it’s draining my battery quick!","WiFi keeps going on after I turn it off, and it’s draining my battery quick!",4,multi_turn,likely_pushed_to_dm,True,Let's look into that. Send us a DM and we'll go from there.,connectivity_network_bluetooth,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",auto_handle,,connectivity_network_bluetooth,0.3287,medium,"[{""rank"": 1, ""similarity_score"": 0.6068, ""customer_text"": ""after the new apple updates: the battery life is really go fast and the WiFi is always on! #newappleupdates"", ""brand_reply"": ""We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using."", ""thread_id"": ""6934""}, {""rank"": 2, ""similarity_score"": 0.5964, ""customer_text"": ""It’s showing it’s connected and the battery is decreasing."", ""brand_reply"": ""We are here for you. Let's take a look at this further for you. Reach out to us in DM."", ""thread_id"": ""9158""}, {""rank"": 3, ""similarity_score"": 0.5951, ""customer_text"": ""Yes, sorry i mean iOS 11, when I texting my keyboard it’s very slow and my battery it consumes very fast."", ""brand_reply"": ""Are you currently using Low Power Mode? If so, disable that from Settings &gt; Battery and restart. Let us know in DM if it helps."", ""thread_id"": ""6917""}]",0.6068,We'd be glad to help with this. We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using.,False,escalate,Classifier confidence (0.33) is below acceptable threshold (0.65).,,,,,,,,,,,,,
104,254127,@AppleSupport a family member accidentally signed up to a news subscription. How can I manage this from the Organiser device?,a family member accidentally signed up to a news subscription. How can I manage this from the Organiser device?,2,single_turn,resolved_on_platform,False,This article will help you cancel a subscription:,billing_subscription_refund,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund),billing_subscription_refund,0.2357,high,"[{""rank"": 1, ""similarity_score"": 0.5244, ""customer_text"": ""How do I get rid of this notification?"", ""brand_reply"": ""Let's see how we can help. Is that the message you see when trying to swipe the notification and get to the app?"", ""thread_id"": ""11645""}, {""rank"": 2, ""similarity_score"": 0.5243, ""customer_text"": ""The app is still there. But no longer able to control it from the lockscreen."", ""brand_reply"": ""Just to confirm, this is only happening with Spotify, correct?"", ""thread_id"": ""763""}, {""rank"": 3, ""similarity_score"": 0.5174, ""customer_text"": ""lucky I was home and next to this when it randomly started to smoke. Unplugged before disaster!! What the hell?"", ""brand_reply"": ""We want to look into this with you. DM us and let us know what model of computer you use this cord with."", ""thread_id"": ""11129""}]",0.5244,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,True,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.24) is below acceptable threshold (0.65).; Retrieval top-1 similarity (0.52) is below grounding threshold (0.55).; Model flagged that historical precedents do not adequately cover this customer problem.",,,,,,,,,,,,,
105,148237,@AppleSupport Constantly freezing... camera won't works... claims to be full even after removal of photos and several apps... etc etc,Constantly freezing... camera won't works... claims to be full even after removal of photos and several apps... etc etc,3,multi_turn,likely_pushed_to_dm,True,Do you know what version of the iOS is on the device? You can check under Settings &gt; General &gt; About &gt; Version. Let us know in Direct Message so we can take a closer look.,hardware_physical_damage,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,hardware_physical_damage,"For physical hardware diagnostics and screen repair pricing, visit https://getsupport.apple.com to find your nearest authorized service provider or schedule a Genius Bar appointment.",auto_handle,,hardware_physical_damage,0.2299,medium,"[{""rank"": 1, ""similarity_score"": 0.6864, ""customer_text"": ""not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus"", ""brand_reply"": ""Let's look at this together. Are you updated to iOS 11.1?"", ""thread_id"": ""3764""}, {""rank"": 2, ""similarity_score"": 0.6691, ""customer_text"": ""my iPhone is a fully up to date so why does my phone keep freezing 🙃???"", ""brand_reply"": ""We want to help in any way we can. Which iPhone are you using? Let us know in DM, and we’ll work with you there."", ""thread_id"": ""6928""}, {""rank"": 3, ""similarity_score"": 0.6608, ""customer_text"": ""The whole phone will just crash or freeze for over a minute. It be spazzing out too like it has a ghost in it or something."", ""brand_reply"": ""We'd like to suggest updating to iOS 11.1, which came out today, and see if the same issues continue:"", ""thread_id"": ""11110""}]",0.6864,We'd be glad to help with this. Let's look at this together. Are you updated to iOS 11.1?,False,escalate,Classifier confidence (0.23) is below acceptable threshold (0.65).,,,,,,,,,,,,,
106,34622,@AppleSupport @115858 After iOS11 the battery is draining very fast. Request you to look into it.,After iOS11 the battery is draining very fast. Request you to look into it.,2,single_turn,likely_pushed_to_dm,True,We'd like to help. Could you Direct Message us and tell us what iOS version you're on currently?,os_update_battery_drain,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,os_update_battery_drain,We're here to help. Check Settings > Battery > Battery Health to inspect your maximum capacity and see which apps consume the most energy. Let us know what you see.,auto_handle,,os_update_battery_drain,0.4213,medium,"[{""rank"": 1, ""similarity_score"": 0.8097, ""customer_text"": ""iOS11.1 consumes battery pretty fast...."", ""brand_reply"": ""Let's see how you're using your battery so we can provide the best solution. To start, DM us with the country where you're located."", ""thread_id"": ""9169""}, {""rank"": 2, ""similarity_score"": 0.7968, ""customer_text"": ""iOS 11 is draining the battery on my iPhone 7 twice as fast as iOS 10. Help!"", ""brand_reply"": ""We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?"", ""thread_id"": ""14838""}, {""rank"": 3, ""similarity_score"": 0.7928, ""customer_text"": ""Yes, sorry i mean iOS 11, when I texting my keyboard it’s very slow and my battery it consumes very fast."", ""brand_reply"": ""Are you currently using Low Power Mode? If so, disable that from Settings &gt; Battery and restart. Let us know in DM if it helps."", ""thread_id"": ""6917""}]",0.8097,"We'd be glad to help with this. Let's see how you're using your battery so we can provide the best solution. To start, DM us with the country where you're located.",False,escalate,Classifier confidence (0.42) is below acceptable threshold (0.65).,,,,,,,,,,,,,
107,188390,@AppleSupport 11.0.1 iPhone 6s Plus.,11.0.1 iPhone 6s Plus.,2,single_turn,resolved_on_platform,False,Thank you for that info. We recently released iOS 11.0.2. Updating to that would be a good next step to see if that helps.,other_general_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,other_general_inquiry,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,escalate,"Simple baseline: keyword absence (unrecognized intent, confidence < 0.65)",os_update_battery_drain,0.2659,medium,"[{""rank"": 1, ""similarity_score"": 0.7802, ""customer_text"": ""I have the iPhone 6s Plus and just did the most recent update."", ""brand_reply"": ""To make sure, is iOS 11.1 installed on it currently? Also, any steps tried so far? DM us here:"", ""thread_id"": ""735""}, {""rank"": 2, ""similarity_score"": 0.6753, ""customer_text"": ""11.1?? when did that come out lol, i talked to you guys last night and you asked if i was updated to 11.0.3 which i am lol"", ""brand_reply"": ""It was released earlier today. Let's use these steps to update iOS:"", ""thread_id"": ""3763""}, {""rank"": 3, ""similarity_score"": 0.6717, ""customer_text"": ""MMS bug on iOS 11.1. MMS won’t send on iPhone 6S."", ""brand_reply"": ""We'd like to look into what's going on with your MMS. What happens when you try to send? Do you get an error?"", ""thread_id"": ""14308""}]",0.7802,"We'd be glad to help with this. To make sure, is iOS 11.1 installed on it currently? Also, any steps tried so far? DM us here:",False,escalate,Classifier confidence (0.27) is below acceptable threshold (0.65).,,,,,,,,,,,,,
108,211216,@AppleSupport In the middle of attempting update to 11.0.2. It says there are 12 minutes remaining. Phone has been slow to download from WIFI lately.,In the middle of attempting update to 11.0.2. It says there are 12 minutes remaining. Phone has been slow to download from WIFI lately.,6,multi_turn,likely_pushed_to_dm,True,"Let's allow it to complete, then let us know the result. If you're still having issues with emails pushing, send us a DM:",connectivity_network_bluetooth,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",auto_handle,,os_update_battery_drain,0.3282,medium,"[{""rank"": 1, ""similarity_score"": 0.7071, ""customer_text"": ""updating xcode via appstore. 7-min remaining 6-hr ago. 1-min rem for over an hour. Why? My net bandwidth is good."", ""brand_reply"": ""We'd like to help any way we can. Are other apps able to be downloaded on your device? Which model is it and which OS version?"", ""thread_id"": ""9838""}, {""rank"": 2, ""similarity_score"": 0.6837, ""customer_text"": ""Thank you I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤"", ""brand_reply"": ""We'd like to help, but we'll need more details. What's happening on your device and which model is it? Do you have iOS 11.1?"", ""thread_id"": ""736""}, {""rank"": 3, ""similarity_score"": 0.656, ""customer_text"": ""why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life"", ""brand_reply"": ""Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?"", ""thread_id"": ""2616""}]",0.7071,We'd be glad to help with this. We'd like to help any way we can. Are other apps able to be downloaded on your device? Which model is it and which OS version?,False,escalate,Classifier confidence (0.33) is below acceptable threshold (0.65).,,,,,,,,,,,,,
109,5853,@319 why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either...@AppleSupport,why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either...,2,single_turn,likely_pushed_to_dm,True,We'd love to help. Let's work together in DM.,how_to_feature_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,how_to_feature_inquiry,You can discover step-by-step guides and settings tips for iOS features directly in the Apple Support app or at https://support.apple.com.,auto_handle,,how_to_feature_inquiry,0.2218,low,"[{""rank"": 1, ""similarity_score"": 0.897, ""customer_text"": ""why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either..."", ""brand_reply"": ""We'd love to help. Let's work together in DM."", ""thread_id"": ""5853""}, {""rank"": 2, ""similarity_score"": 0.7499, ""customer_text"": ""what’s up with autocorrect changing it to i.t? i’ve already tried to do the text replacement trick and i.t won’t work"", ""brand_reply"": ""We'll do everything we can to help get this resolved. What type of device are you using and which version of the operating system is currently installed? Tell us the answers via DM. We'll meet up with you there."", ""thread_id"": ""14182""}, {""rank"": 3, ""similarity_score"": 0.6912, ""customer_text"": ""Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ #anybody"", ""brand_reply"": ""We definitely understand your concern. Please backup your iPhone, update and let us know the result:"", ""thread_id"": ""1759""}]",0.897,We'd be glad to help with this. We'd love to help. Let's work together in DM.,False,escalate,Classifier confidence (0.22) is below acceptable threshold (0.65).,,,,,,,,,,,,,
